ward_id,Month,crime_count,area_km2,crime_density_per_km2,Monthly_Weather_Code,Avg_Temp_2m_Min,Avg_Temp_2m_Max,Avg_Wind_Speed_10m_Max,Avg_Daylight_Duration,Avg_Precipitation_Sum,Avg_Precipitation_Hours,ward_name,2007,2010,2015,2019,pct_change_2007_2019,rank_2007,rank_2010,rank_2015,rank_2019,predicted_rank_2024,predicted_rank_2024_int,r1,r2,r3,mean_annual_rate,imd_est_2024,rank_est_2024
E05009288,2022-03-01,0,0.0736654598448492,0.0,51,3.729032258064516,12.283870967741937,20.55806451612903,42852.6264516129,1.4741935483870967,3.870967741935484,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-04-01,0,0.0736654598448492,0.0,3,4.666666666666667,14.516666666666667,21.78,50013.555,0.7433333333333334,2.1666666666666665,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-05-01,1,0.0736654598448492,13.57488301988684,3,9.048387096774194,18.187096774193545,20.00967741935484,56265.43387096774,2.8483870967741933,3.806451612903226,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-06-01,0,0.0736654598448492,0.0,3,10.91,21.0,20.886666666666667,59579.27933333333,2.0966666666666667,3.3,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-07-01,1,0.0736654598448492,13.57488301988684,3,14.474193548387095,25.27741935483871,19.18387096774193,57925.61258064516,0.4516129032258064,1.4516129032258065,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-08-01,0,0.0736654598448492,0.0,3,14.80967741935484,25.24516129032258,18.22258064516129,52372.48322580645,0.9225806451612903,1.7096774193548387,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-09-01,0,0.0736654598448492,0.0,3,11.1,19.32333333333333,18.3,45488.62466666666,1.6866666666666668,4.233333333333333,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-10-01,0,0.0736654598448492,0.0,51,9.619354838709675,17.316129032258065,22.93548387096774,38384.13967741936,2.532258064516129,4.032258064516129,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-11-01,0,0.0736654598448492,0.0,3,6.456666666666666,12.563333333333333,25.82,31995.302666666663,4.6433333333333335,6.166666666666667,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
E05009288,2022-12-01,1,0.0736654598448492,13.57488301988684,3,1.5225806451612904,7.003225806451613,21.164516129032258,28530.383870967744,1.7935483870967743,3.838709677419355,Aldersgate,0.0012006512435795,0.0010145768763458,0.0010217780563158,0.0008068922528812,-32.795451035755505,682.0,682.0,682.0,682.0,682.0,682.0,-0.0545845506871337,0.0014155303551048,-0.0573190223413402,-0.0368293475577896,0.0006688546521815,682.0
